num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,Action,Adventure,Fantasy,Sci-Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,gross
0.7780517879161528,-0.03754266211604118,-1.0,-0.9256521739130434,-0.996875,0.04885738246394422,-0.9852785771930626,0.2064873417721516,0.21538417680448865,-0.9863357664233576,0.6363636363636365,-0.8108882521489971,-0.6000000000000001,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000002,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
-0.2601726263871763,-0.0989761092150172,-0.9510434782608695,-0.9130434782608696,-0.875,-0.4423429858913529,-0.8527553180150138,-0.5118670886075951,0.5384612804732285,-0.9270072992700732,0.4285714285714284,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-0.5999999999999999,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.4796547472256474,-0.24232081911262804,-1.0,-0.986,-0.965625,-0.6735735257650444,-0.9643689187337262,-0.6083860759493671,0.2564098407624238,-0.9942627737226276,0.35064935064935066,-0.5128939828080228,-1.0,0.6000000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1.0,-0.13310580204778155,0.9130434782608696,1.0,-0.915625,0.35439934235795945,-0.6748770423157158,0.06685126582278443,0.2820508807361335,-0.6642335766423357,0.7922077922077921,-0.060171919770773526,-1.0,-1.0,-0.2000000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2000000000000004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.13440197287299616,-0.3515358361774744,-0.9586956521739132,-0.9539130434782608,-0.998,-0.7489301184311994,-0.994295981605835,-0.7096518987341773,0.35230733026409755,-0.9907737226277372,0.2987012987012985,-0.8624641833810889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000012,-1.0,-1.0,-0.5999999999999999,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
-0.03822441430332912,-0.1877133105802049,-1.0,-0.6521739130434783,-0.925,-0.5466992725811444,-0.8597444916480137,-0.2492088607594939,0.32307654469406843,-0.8394160583941606,0.1948051948051948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.20000000000000007,0.20000000000000012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
-0.2059186189889028,-0.5699658703071673,-0.9986956521739132,-0.975304347826087,-0.997503125,-0.6511526194713415,-0.9937995827813562,-0.8484968354430379,0.3333329606835522,-0.9919270072992701,0.6103896103896103,-0.8338108882521491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-0.20000000000000012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
0.5610357583230581,-0.2901023890784984,-1.0,0.6521739130434785,-0.91875,-0.4524644709360923,-0.7198239763677614,-0.5597310126582279,0.2820508807361335,-0.6934306569343065,0.5324675324675323,-0.32378223495701985,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1999999999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
-0.08014796547472257,-0.2081911262798637,-0.9754782608695652,-0.13043478260869568,-0.921875,-0.6192115279110217,-0.8210741096036422,-0.6166930379746836,0.2820508807361335,-0.8394160583941606,0.5324675324675323,-0.9426934097421203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999973,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-0.6000000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.654747225647349,-0.0034129692832765013,-1.0,-0.8260869565217391,-0.953125,-0.5602131299961589,-0.9255401763281714,0.1922468354430376,0.2820508807361335,-0.9416058394160584,0.37662337662337664,0.1289398280802294,-1.0,-1.0,-1.0,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,0.1999999999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5999999999999999,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
